Time,Extension,Load
(sec),(mm),(N)
20.90000,8.70811,1.21173
21.00000,8.74936,1.21349
21.10000,8.79082,1.21447
21.20000,8.83332,1.22633
21.30000,8.87561,1.22797
21.40000,8.91707,1.23004
21.50000,8.95832,1.23410
21.60000,8.99957,1.24023
21.70000,9.04186,1.24357
21.80000,9.08415,1.25051
21.90000,9.12582,1.25301
22.00000,9.16686,1.25335
22.10000,9.20832,1.26041
22.20000,9.24936,1.26647
22.30000,9.29186,1.26951
22.40000,9.33353,1.27647
22.50000,9.37457,1.27962
22.60000,9.41623,1.28071
22.70000,9.45811,1.28263
22.80000,9.50019,1.29444
22.90000,9.54144,1.29696
23.00000,9.58311,1.29821
23.10000,9.62457,1.29812
23.20000,9.66644,1.30946
23.30000,9.70894,1.31037
23.40000,9.75061,1.31459
23.50000,9.79165,1.31825
23.60000,9.83290,1.31697
23.70000,9.87519,1.32668
23.80000,9.91728,1.32835
23.90000,9.95936,1.33074
24.00000,10.00019,1.33235
24.10000,10.04144,1.33359
24.20000,10.08290,1.34091
24.30000,10.12540,1.34392
24.40000,10.16665,1.34854
24.50000,10.20811,1.35058
24.60000,10.24957,1.35015
24.70000,10.29144,1.35572
24.80000,10.33332,1.36080
24.90000,10.37498,1.36096
25.00000,10.41644,1.36319
25.10000,10.45748,1.36560
25.20000,10.49998,1.37184
25.30000,10.54227,1.36995
25.40000,10.58394,1.36951
25.50000,10.62498,1.37541
25.60000,10.66665,1.37569
25.70000,10.70832,1.38131
25.80000,10.75082,1.38439
25.90000,10.79269,1.38974
26.00000,10.83373,1.38749
26.10000,10.87477,1.38254
26.20000,10.91665,1.39372
26.30000,10.95873,1.40207
26.40000,10.99977,1.39868
26.50000,11.04102,1.40095
26.60000,11.08165,1.40119
26.70000,11.12394,1.40809
26.80000,11.16665,1.40561
26.90000,11.20852,1.41349
27.00000,11.24998,1.41293
27.10000,11.29123,1.41045
27.20000,11.33331,1.41962
27.30000,11.37561,1.42077
27.40000,11.41706,1.42056
27.50000,11.45852,1.41971
27.60000,11.49977,1.42381
27.70000,11.54186,1.42637
27.80000,11.58436,1.43141
27.90000,11.62602,1.42937
28.00000,11.66727,1.43289
28.10000,11.70790,1.43034
28.20000,11.74998,1.43250
28.30000,11.79165,1.43277
28.40000,11.83290,1.43421
28.50000,11.87436,1.44094
28.60000,11.91602,1.43896
28.70000,11.95831,1.44235
28.80000,12.00019,1.44699
28.90000,12.04185,1.44416
29.00000,12.08290,1.44144
29.10000,12.12415,1.44329
29.20000,12.16644,1.45258
29.30000,12.20831,1.44995
29.40000,12.25040,1.44840
29.50000,12.29185,1.44840
29.60000,12.33310,1.44756
29.70000,12.37498,1.44662
29.80000,12.41748,1.44870
29.90000,12.45915,1.45167
30.00000,12.50040,1.45610
30.10000,12.54102,1.45186
30.20000,12.58290,1.45643
30.30000,12.62519,1.45933
30.40000,12.66727,1.46020
30.50000,12.70810,1.46255
30.60000,12.74956,1.46372
30.70000,12.79123,1.46520
30.80000,12.83310,1.47029
30.90000,12.87498,1.47591
31.00000,12.91623,1.47933
31.10000,12.95727,1.47815
31.20000,12.99998,1.47774
31.30000,13.04206,1.48611
31.40000,13.08394,1.48636
31.50000,13.12498,1.48689
31.60000,13.16581,1.48814
31.70000,13.20831,1.48914
31.80000,13.25102,1.49119
31.90000,13.29227,1.49414
32.00000,13.33373,1.49645
32.10000,13.37477,1.49433
32.20000,13.41644,1.50015
32.30000,13.45873,1.50228
32.40000,13.50039,1.50441
32.50000,13.54123,1.50589
32.60000,13.58289,1.50787
32.70000,13.62414,1.51045
32.80000,13.66623,1.51463
32.90000,13.70831,1.51877
33.00000,13.74977,1.52125
33.10000,13.79102,1.51773
33.20000,13.83331,1.52138
33.30000,13.87560,1.52368
33.40000,13.91727,1.53194
33.50000,13.95831,1.52722
33.60000,13.99956,1.52993
33.70000,14.04185,1.53409
33.80000,14.08414,1.53583
33.90000,14.12602,1.54030
34.00000,14.16706,1.54009
34.10000,14.20810,1.54311
34.20000,14.24956,1.54489
34.30000,14.29206,1.54694
34.40000,14.33331,1.54874
34.50000,14.37456,1.55543
34.60000,14.41581,1.55237
34.70000,14.45789,1.55876
34.80000,14.49998,1.55886
34.90000,14.54123,1.56526
35.00000,14.58289,1.56505
35.10000,14.62435,1.56662
35.20000,14.66664,1.57160
35.30000,14.70914,1.57486
35.40000,14.75060,1.57752
35.50000,14.79185,1.58113
35.60000,14.83310,1.57514
35.70000,14.87498,1.58651
35.80000,14.91706,1.58566
35.90000,14.95956,1.58818
36.00000,15.00018,1.59434
36.10000,15.04143,1.59758
36.20000,15.08289,1.60046
36.30000,15.12560,1.59995
36.40000,15.16664,1.60294
36.50000,15.20810,1.60499
36.60000,15.24956,1.60650
36.70000,15.29122,1.61060
36.80000,15.33310,1.61140
36.90000,15.37497,1.61909
37.00000,15.41622,1.62006
37.10000,15.45727,1.62044
37.20000,15.49956,1.62594
37.30000,15.54206,1.62879
37.40000,15.58393,1.62724
37.50000,15.62518,1.63290
37.60000,15.66664,1.63798
37.70000,15.70851,1.63801
37.80000,15.75039,1.63958
37.90000,15.79247,1.64189
38.00000,15.83372,1.64250
38.10000,15.87476,1.64509
38.20000,15.91622,1.64739
38.30000,15.95872,1.65378
38.40000,16.00018,1.65145
38.50000,16.04122,1.65629
38.60000,16.08268,1.65745
38.70000,16.12435,1.65954
38.80000,16.16643,1.66698
38.90000,16.20872,1.66433
39.00000,16.24955,1.66970
39.10000,16.29060,1.66888
39.20000,16.33310,1.67438
39.30000,16.37539,1.67804
39.40000,16.41726,1.67899
39.50000,16.45851,1.67825
39.60000,16.49955,1.67900
39.70000,16.54185,1.68451
39.80000,16.58393,1.68737
39.90000,16.62580,1.69176
40.00000,16.66726,1.69342
40.10000,16.70789,1.69086
40.20000,16.74997,1.69604
40.30000,16.79185,1.69725
40.40000,16.83351,1.69671
40.50000,16.87476,1.70011
40.60000,16.91601,1.70073
40.70000,16.95789,1.70582
40.80000,16.99955,1.70637
40.90000,17.04164,1.70967
41.00000,17.08289,1.71630
41.10000,17.12455,1.71272
41.20000,17.16664,1.71786
41.30000,17.20893,1.72046
41.40000,17.25060,1.72710
41.50000,17.29185,1.72568
41.60000,17.33289,1.72441
41.70000,17.37497,1.72948
41.80000,17.41705,1.73056
41.90000,17.45893,1.73417
42.00000,17.50059,1.73685
42.10000,17.54143,1.73626
42.20000,17.58309,1.74306
42.30000,17.62518,1.74208
42.40000,17.66684,1.74377
42.50000,17.70809,1.74946
42.60000,17.74914,1.74782
42.70000,17.79101,1.75426
42.80000,17.83330,1.75549
42.90000,17.87539,1.75690
43.00000,17.91664,1.75710
43.10000,17.95768,1.75642
43.20000,17.99976,1.76212
43.30000,18.04226,1.76612
43.40000,18.08393,1.76495
43.50000,18.12497,1.76714
43.60000,18.16643,1.76767
43.70000,18.20851,1.77223
43.80000,18.25039,1.77250
43.90000,18.29247,1.77545
44.00000,18.33393,1.77925
44.10000,18.37455,1.77979
44.20000,18.41601,1.78225
44.30000,18.45851,1.78079
44.40000,18.50018,1.78121
44.50000,18.54080,1.78499
44.60000,18.58247,1.78323
44.70000,18.62455,1.78764
44.80000,18.66684,1.79055
44.90000,18.70851,1.79029
45.00000,18.74997,1.79264
45.10000,18.79101,1.79024
45.20000,18.83288,1.79357
45.30000,18.87538,1.79303
45.40000,18.91747,1.78710
45.50000,18.95872,1.78843
45.60000,18.99976,1.78253
45.70000,19.04184,1.78357
