Time,Extension,Load
(sec),(mm),(N)
0.00000,0.00021,-0.23308
0.10000,0.03354,-0.22929
0.20000,0.07875,-0.22053
0.30000,0.12229,-0.22479
0.40000,0.16521,-0.21453
0.50000,0.20729,-0.20697
0.60000,0.24833,-0.20893
0.70000,0.29062,-0.20047
0.80000,0.33312,-0.19668
0.90000,0.37500,-0.19252
1.00000,0.41646,-0.19026
1.10000,0.45750,-0.19146
1.20000,0.49979,-0.18237
1.30000,0.54229,-0.17793
1.40000,0.58396,-0.17709
1.50000,0.62562,-0.16948
1.60000,0.66646,-0.16858
1.70000,0.70854,-0.16249
1.80000,0.75083,-0.16062
1.90000,0.79271,-0.15740
2.00000,0.83396,-0.15139
2.10000,0.87479,-0.14865
2.20000,0.91646,-0.14211
2.30000,0.95896,-0.13919
2.40000,1.00021,-0.13731
2.50000,1.04166,-0.12790
2.60000,1.08271,-0.12682
2.70000,1.12437,-0.11428
2.80000,1.16646,-0.11198
2.90000,1.20833,-0.10979
3.00000,1.24958,-0.10147
3.10000,1.29083,-0.09826
3.20000,1.33271,-0.09215
3.30000,1.37521,-0.08528
3.40000,1.41708,-0.08144
3.50000,1.45875,-0.07248
3.60000,1.50000,-0.07062
3.70000,1.54166,-0.06300
3.80000,1.58416,-0.05772
3.90000,1.62604,-0.05235
4.00000,1.66729,-0.04703
4.10000,1.70833,-0.04359
4.20000,1.74979,-0.03336
4.30000,1.79208,-0.02768
4.40000,1.83375,-0.02434
4.50000,1.87458,-0.01787
4.60000,1.91604,-0.00894
4.70000,1.95791,-0.00315
4.80000,1.99979,0.00749
4.90000,2.04145,0.01677
5.00000,2.08291,0.02486
5.10000,2.12437,0.02507
5.20000,2.16645,0.03692
5.30000,2.20895,0.04617
5.40000,2.25083,0.05446
5.50000,2.29229,0.06527
5.60000,2.33333,0.07097
5.70000,2.37500,0.08218
5.80000,2.41750,0.08712
5.90000,2.45937,0.09378
6.00000,2.50062,0.10162
6.10000,2.54166,0.10792
6.20000,2.58312,0.12384
6.30000,2.62520,0.12908
6.40000,2.66708,0.13927
6.50000,2.70812,0.14692
6.60000,2.74937,0.15511
6.70000,2.79083,0.16121
6.80000,2.83312,0.17707
6.90000,2.87520,0.18443
7.00000,2.91604,0.19489
7.10000,2.95749,0.20176
7.20000,2.99999,0.21392
7.30000,3.04229,0.22133
7.40000,3.08416,0.23346
7.50000,3.12562,0.24239
7.60000,3.16687,0.24814
7.70000,3.20854,0.26239
7.80000,3.25062,0.27286
7.90000,3.29291,0.27714
8.00000,3.33395,0.29124
8.10000,3.37479,0.29642
8.20000,3.41645,0.30749
8.30000,3.45833,0.31741
8.40000,3.49999,0.32767
8.50000,3.54124,0.33786
8.60000,3.58249,0.34692
8.70000,3.62395,0.35493
8.80000,3.66624,0.36368
8.90000,3.70833,0.37741
9.00000,3.74958,0.38968
9.10000,3.79083,0.39057
9.20000,3.83291,0.40751
9.30000,3.87520,0.41333
9.40000,3.91749,0.42510
9.50000,3.95833,0.43471
