Time,Extension,Load
(sec),(mm),(N)
0.00000,0.00021,-0.09451
0.10000,0.03312,-0.09055
0.20000,0.07875,-0.08556
0.30000,0.12229,-0.08274
0.40000,0.16458,-0.08064
0.50000,0.20687,-0.07845
0.60000,0.24854,-0.08065
0.70000,0.29083,-0.07699
0.80000,0.33292,-0.07676
0.90000,0.37458,-0.07225
1.00000,0.41667,-0.07691
1.10000,0.45750,-0.07333
1.20000,0.50000,-0.07381
1.30000,0.54208,-0.07368
1.40000,0.58375,-0.07538
1.50000,0.62521,-0.07267
1.60000,0.66646,-0.07780
1.70000,0.70854,-0.07716
1.80000,0.75062,-0.07321
1.90000,0.79250,-0.07208
2.00000,0.83396,-0.07306
2.10000,0.87437,-0.07510
2.20000,0.91625,-0.07211
2.30000,0.95875,-0.07341
2.40000,1.00021,-0.07099
2.50000,1.04146,-0.06916
2.60000,1.08271,-0.07297
2.70000,1.12437,-0.07098
2.80000,1.16646,-0.07152
2.90000,1.20812,-0.07190
3.00000,1.24979,-0.06777
3.10000,1.29083,-0.07054
3.20000,1.33312,-0.06915
3.30000,1.37521,-0.06507
3.40000,1.41708,-0.06682
3.50000,1.45854,-0.06666
3.60000,1.50000,-0.06860
3.70000,1.54166,-0.06563
3.80000,1.58416,-0.06452
3.90000,1.62583,-0.06073
4.00000,1.66708,-0.06591
4.10000,1.70812,-0.06734
4.20000,1.74958,-0.06417
4.30000,1.79187,-0.05778
4.40000,1.83375,-0.06096
4.50000,1.87479,-0.06184
4.60000,1.91625,-0.06280
4.70000,1.95771,-0.06112
4.80000,1.99958,-0.06075
4.90000,2.04125,-0.06118
5.00000,2.08333,-0.05872
5.10000,2.12458,-0.05837
5.20000,2.16687,-0.05215
5.30000,2.20916,-0.05558
5.40000,2.25041,-0.05327
5.50000,2.29208,-0.05413
5.60000,2.33312,-0.05223
5.70000,2.37520,-0.05060
5.80000,2.41750,-0.05147
5.90000,2.45916,-0.05011
6.00000,2.50041,-0.05269
6.10000,2.54145,-0.05525
6.20000,2.58291,-0.04992
6.30000,2.62520,-0.04829
6.40000,2.66666,-0.04776
6.50000,2.70812,-0.04748
6.60000,2.74937,-0.04900
6.70000,2.79125,-0.05110
6.80000,2.83291,-0.04744
6.90000,2.87520,-0.04522
7.00000,2.91625,-0.04380
7.10000,2.95708,-0.04533
7.20000,2.99999,-0.04077
7.30000,3.04270,-0.04096
7.40000,3.08416,-0.03885
7.50000,3.12541,-0.04286
7.60000,3.16666,-0.04201
7.70000,3.20874,-0.03594
7.80000,3.25104,-0.03415
7.90000,3.29270,-0.03332
8.00000,3.33354,-0.03600
8.10000,3.37479,-0.03743
8.20000,3.41645,-0.03551
8.30000,3.45854,-0.03257
8.40000,3.49979,-0.03288
8.50000,3.54124,-0.03188
8.60000,3.58249,-0.03028
8.70000,3.62416,-0.02752
8.80000,3.66604,-0.02651
8.90000,3.70791,-0.02531
9.00000,3.74937,-0.02320
9.10000,3.79104,-0.02542
9.20000,3.83312,-0.01898
9.30000,3.87562,-0.01802
9.40000,3.91770,-0.01844
9.50000,3.95853,-0.01918
9.60000,4.00020,-0.01921
9.70000,4.04187,-0.01349
9.80000,4.08416,-0.01324
9.90000,4.12583,-0.00897
10.00000,4.16728,-0.01126
10.10000,4.20812,-0.01117
10.20000,4.24999,-0.00744
10.30000,4.29208,-0.00408
10.40000,4.33333,-0.00616
10.50000,4.37478,-0.00266
10.60000,4.41583,-0.00207
10.70000,4.45770,0.00192
10.80000,4.49978,0.00256
10.90000,4.54166,0.00780
11.00000,4.58312,0.01028
