Time,Extension,Load
(sec),(mm),(N)
0.00000,0.00021,-0.08608
0.10000,0.03375,-0.06390
0.20000,0.07896,-0.04435
0.30000,0.12208,-0.02482
0.40000,0.16521,-0.00548
0.50000,0.20729,0.00535
0.60000,0.24833,0.02289
0.70000,0.29062,0.03997
0.80000,0.33312,0.05597
0.90000,0.37500,0.07318
1.00000,0.41667,0.08600
1.10000,0.45750,0.10036
1.20000,0.49979,0.12091
1.30000,0.54229,0.13905
1.40000,0.58396,0.15870
1.50000,0.62542,0.17388
1.60000,0.66667,0.18681
1.70000,0.70833,0.20773
1.80000,0.75062,0.22677
1.90000,0.79250,0.25015
2.00000,0.83396,0.26947
2.10000,0.87437,0.28647
2.20000,0.91646,0.30881
2.30000,0.95833,0.33059
2.40000,1.00021,0.35374
2.50000,1.04146,0.37696
2.60000,1.08208,0.39747
2.70000,1.12437,0.42000
2.80000,1.16666,0.44937
2.90000,1.20833,0.47398
3.00000,1.24979,0.50184
3.10000,1.29083,0.52248
3.20000,1.33312,0.55256
3.30000,1.37583,0.57957
3.40000,1.41708,0.60286
3.50000,1.45896,0.63246
3.60000,1.50021,0.65653
3.70000,1.54187,0.69142
3.80000,1.58416,0.72257
3.90000,1.62583,0.75272
4.00000,1.66729,0.78174
4.10000,1.70812,0.80742
4.20000,1.74979,0.84241
4.30000,1.79166,0.87094
4.40000,1.83354,0.90328
4.50000,1.87479,0.93551
4.60000,1.91604,0.96169
4.70000,1.95771,0.99522
4.80000,1.99979,1.02719
4.90000,2.04166,1.06252
5.00000,2.08270,1.09266
5.10000,2.12437,1.12453
5.20000,2.16645,1.15829
5.30000,2.20875,1.19027
5.40000,2.25041,1.21930
5.50000,2.29229,1.25289
5.60000,2.33312,1.27988
5.70000,2.37562,1.31728
5.80000,2.41770,1.34917
5.90000,2.45937,1.37740
6.00000,2.50062,1.40530
6.10000,2.54125,1.43537
6.20000,2.58291,1.46844
6.30000,2.62541,1.50452
6.40000,2.66687,1.53856
6.50000,2.70791,1.56952
6.60000,2.74958,1.59849
6.70000,2.79104,1.63712
6.80000,2.83312,1.66738
6.90000,2.87500,1.69939
7.00000,2.91625,1.73188
7.10000,2.95770,1.75998
7.20000,2.99958,1.79388
7.30000,3.04208,1.82654
7.40000,3.08395,1.85937
7.50000,3.12583,1.89077
7.60000,3.16708,1.92268
7.70000,3.20895,1.95497
7.80000,3.25104,1.98905
7.90000,3.29270,2.02212
8.00000,3.33395,2.05418
8.10000,3.37458,2.07964
8.20000,3.41645,2.11610
8.30000,3.45833,2.14579
8.40000,3.50020,2.18016
8.50000,3.54145,2.21081
8.60000,3.58249,2.24144
8.70000,3.62395,2.27516
8.80000,3.66624,2.30815
8.90000,3.70791,2.33767
9.00000,3.74958,2.37297
9.10000,3.79062,2.39481
9.20000,3.83333,2.43519
9.30000,3.87541,2.46919
9.40000,3.91749,2.49429
9.50000,3.95874,2.52562
9.60000,4.00020,2.55316
9.70000,4.04187,2.58864
9.80000,4.08416,2.62003
9.90000,4.12583,2.65457
10.00000,4.16728,2.68490
10.10000,4.20812,2.70649
10.20000,4.24999,2.74799
10.30000,4.29187,2.77703
10.40000,4.33353,2.80534
10.50000,4.37499,2.83526
10.60000,4.41603,2.86286
10.70000,4.45791,2.89493
10.80000,4.49978,2.92711
10.90000,4.54145,2.95867
11.00000,4.58291,2.98607
11.10000,4.62416,3.01218
11.20000,4.66645,3.04994
11.30000,4.70853,3.07862
11.40000,4.75062,3.11043
11.50000,4.79208,3.14226
11.60000,4.83332,3.17152
11.70000,4.87499,3.20508
11.80000,4.91749,3.23576
11.90000,4.95937,3.26983
12.00000,5.00020,3.29625
12.10000,5.04124,3.31979
12.20000,5.08312,3.35806
12.30000,5.12520,3.38992
12.40000,5.16707,3.42466
12.50000,5.20812,3.45167
12.60000,5.24937,3.48271
12.70000,5.29124,3.51822
12.80000,5.33312,3.55207
12.90000,5.37499,3.58181
13.00000,5.41603,3.60922
13.10000,5.45728,3.63863
13.20000,5.49978,3.67315
13.30000,5.54228,3.70492
13.40000,5.58374,3.73625
13.50000,5.62520,3.76542
13.60000,5.66645,3.79596
13.70000,5.70853,3.83011
13.80000,5.75082,3.86084
13.90000,5.79249,3.89515
14.00000,5.83374,3.92275
14.10000,5.87478,3.95206
14.20000,5.91645,3.98560
14.30000,5.95811,4.01900
14.40000,5.99978,4.05042
14.50000,6.04145,4.07890
14.60000,6.08270,4.11040
14.70000,6.12436,4.14305
14.80000,6.16686,4.17898
14.90000,6.20853,4.21137
15.00000,6.24936,4.23795
15.10000,6.29082,4.26391
15.20000,6.33291,4.29700
15.30000,6.37561,4.32955
